Feature,Importance
ascites,0.1409230288956699
spiders,0.09881620929233653
malaise,0.10973751862132033
spleen_palpable,0.06747018352558222
sgot,0.12125969477339034
bilirubin,0.18394751824077663
protime,0.13904843440860548
age,0.13879741224231856
