Feature,Importance
ascites,0.27929201511477014
spiders,0.10130350010950072
malaise,0.1082412583170612
spleen_palpable,0.05155071338128664
sgot,0.1323176303654433
bilirubin,0.1628070510141959
protime,0.06864213367869962
age,0.09584569801904252
