Feature,Importance
ascites,0.3301086087645221
spiders,0.11799165679853903
malaise,0.05718091009988902
spleen_palpable,0.0
sgot,0.19769615588590678
bilirubin,0.07796497455606555
protime,0.1146378361969636
age,0.10441985769811396
