Feature,Importance
ascites,0.1815135038211276
spiders,0.11146020467693722
malaise,0.1343816965576905
spleen_palpable,0.09172219205518829
sgot,0.12017278567878492
bilirubin,0.13411356249760878
protime,0.10929165560692272
age,0.11734439910574002
