Feature,Importance
protime,0.11491563915519826
alk_phosphate,0.10811679791250745
sgot,0.10630068228976382
age,0.10565111728323348
bilirubin,0.14501254794072718
fatigue,0.027389014499131704
spiders,0.07211458239457862
malaise,0.1077748907330022
ascites,0.14585621255552678
spleen_palpable,0.06686851523633053
