Feature,Importance
protime,0.05997893589404203
alk_phosphate,0.07876726072710698
sgot,0.07795704926555702
age,0.1673079185828452
bilirubin,0.10229870249986786
fatigue,0.028830710974733966
spiders,0.11799165679853903
malaise,0.0367591564927858
ascites,0.3301086087645221
spleen_palpable,0.0
