Feature,Importance
protime,0.06918592121936516
alk_phosphate,0.07381202303960874
sgot,0.10064731732824049
age,0.07387850213081697
bilirubin,0.15058324250868532
fatigue,0.009628472893593983
spiders,0.1036237926363219
malaise,0.10147268306428366
ascites,0.2704563686089349
spleen_palpable,0.04671167657014892
